NAME	TITLE	SCORE	
MRPL15	n/a	0.59427303	
RUFY4	n/a	0.5942685	
PRPF31	n/a	0.59421945	
FUT2	n/a	0.5939392	
MFSD3	n/a	0.5938095	
RSBN1L	n/a	0.59380174	
PEX11B	n/a	0.5937793	
KIAA0146	n/a	0.5936362	
LOC100128811	n/a	0.5936232	
SERF2	n/a	0.59341663	
PNP	n/a	0.59317535	
LY6E	n/a	0.5931576	
C6orf52	n/a	0.5927893	
TYRP1	n/a	0.5927577	
SLC44A1	n/a	0.5927282	
MRPS33	n/a	0.59270227	
SERP1	n/a	0.5925872	
HIST2H2AA3	n/a	0.59258133	
RHCE	n/a	0.59255004	
TMEM60	n/a	0.59247285	
SLN	n/a	0.59239674	
C19orf51	n/a	0.59231704	
CASP6	n/a	0.59222764	
TRAPPC1	n/a	0.5921628	
TGM2	n/a	0.5919292	
ANXA9	n/a	0.5915702	
AMACR	n/a	0.5915437	
ZNF581	n/a	0.5914782	
LOC387646	n/a	0.5914624	
CLNS1A	n/a	0.59141785	
PCMT1	n/a	0.5913798	
MYLPF	n/a	0.59124017	
C15orf48	n/a	0.5912294	
LOC401010	n/a	0.59119534	
KCNS1	n/a	0.5911771	
HBXIP	n/a	0.59108657	
MTPAP	n/a	0.59103346	
NPRL3	n/a	0.5909038	
UBR5	n/a	0.5907424	
C11orf51	n/a	0.5907348	
COL9A2	n/a	0.59071094	
HPCAL4	n/a	0.5905732	
LOC645676	n/a	0.5905485	
RPS19BP1	n/a	0.5904379	
SAMD10	n/a	0.59037197	
GET4	n/a	0.5901129	
CKS1B	n/a	0.59009725	
NRAS	n/a	0.59001154	
DYSFIP1	n/a	0.589921	
TIPRL	n/a	0.58985496	
MMS19	n/a	0.5897739	
SEC61B	n/a	0.58973247	
OSBPL2	n/a	0.58963853	
SAE1	n/a	0.58951336	
P4HB	n/a	0.5892699	
LRRC10B	n/a	0.58924985	
COX6B1	n/a	0.5892247	
PWWP2B	n/a	0.58905894	
LSM11	n/a	0.58903503	
LEMD1	n/a	0.5889088	
RHAG	n/a	0.5887558	
CSTB	n/a	0.5884167	
ZNF732	n/a	0.5883735	
GOLGA5	n/a	0.58831334	
MASTL	n/a	0.5882185	
TP53TG5	n/a	0.5881822	
IL21	n/a	0.5881822	
FAM83F	n/a	0.5881491	
DGCR14	n/a	0.5880774	
CGB5	n/a	0.5880106	
GABBR2	n/a	0.587976	
ESPNP	n/a	0.58791983	
KRT78	n/a	0.58781886	
PDZD7	n/a	0.58773375	
HCN2	n/a	0.5877305	
KAT2A	n/a	0.5876343	
IVNS1ABP	n/a	0.5875656	
ACTN2	n/a	0.5875144	
PLEKHA8	n/a	0.58725524	
CEMP1	n/a	0.58705884	
C1orf170	n/a	0.5870337	
LOC595101	n/a	0.5870042	
MSL3L2	n/a	0.58699465	
SHQ1	n/a	0.58692163	
SEMA4G	n/a	0.58689004	
RPL23A	n/a	0.5868691	
LOC100127888	n/a	0.5867563	
C20orf96	n/a	0.58668905	
PCYOX1L	n/a	0.58665913	
ZNF512B	n/a	0.5864732	
RXFP3	n/a	0.58636564	
C19orf39	n/a	0.58634865	
IRAK1	n/a	0.58623505	
METTL2A	n/a	0.58609325	
POLR3E	n/a	0.5857921	
SPHK1	n/a	0.5857737	
MAGED4	n/a	0.5856809	
IGSF11	n/a	0.58565634	
CLDN4	n/a	0.5853923	
C4orf35	n/a	0.5853804	
IL28A	n/a	0.5853804	
CYP27B1	n/a	0.58536565	
C6orf167	n/a	0.58533597	
TLE3	n/a	0.58523375	
GRID2IP	n/a	0.5851976	
GRHL1	n/a	0.5851887	
HDX	n/a	0.5851518	
ZBTB33	n/a	0.5851306	
OXSM	n/a	0.585025	
TMCC2	n/a	0.5848944	
TUBB2C	n/a	0.5848438	
MYCL1	n/a	0.5847895	
CCR8	n/a	0.5847042	
DDX23	n/a	0.58457667	
IL13RA2	n/a	0.5845588	
HDGFRP2	n/a	0.5844748	
TACR3	n/a	0.58447206	
C2orf65	n/a	0.5843711	
TRIM17	n/a	0.5842981	
DTYMK	n/a	0.58421916	
ISL2	n/a	0.5841976	
STMN1	n/a	0.5840652	
C2orf66	n/a	0.58395	
TRAF4	n/a	0.58356774	
GPHA2	n/a	0.58355254	
KIAA1522	n/a	0.5834411	
ACCN4	n/a	0.583231	
SLC11A2	n/a	0.58318985	
ANKRD45	n/a	0.58317727	
MESDC2	n/a	0.5830137	
KCNS3	n/a	0.58274066	
NOL7	n/a	0.58252513	
FAM26F	n/a	0.5825088	
C1orf192	n/a	0.58250844	
C17orf37	n/a	0.5824513	
GNA13	n/a	0.58229345	
HOXB13	n/a	0.58219904	
FAM176A	n/a	0.58218116	
ZNF639	n/a	0.58208776	
PDCD2L	n/a	0.582043	
ZSCAN22	n/a	0.58198076	
CELF4	n/a	0.5819718	
MURC	n/a	0.5818824	
GLI3	n/a	0.58184665	
C9orf122	n/a	0.5818398	
S100A8	n/a	0.581832	
GALNT9	n/a	0.58181524	
C6orf27	n/a	0.5817039	
PFKM	n/a	0.5817019	
FAM186B	n/a	0.58157086	
LOC400940	n/a	0.5815057	
SAMD11	n/a	0.58144134	
NGFRAP1	n/a	0.5813765	
PDCD5	n/a	0.58126014	
PATZ1	n/a	0.5812157	
TMPRSS3	n/a	0.58106667	
PTCHD2	n/a	0.580818	
TIMM10	n/a	0.5807996	
NDST3	n/a	0.58079803	
ATP6AP2	n/a	0.5807307	
TSPYL5	n/a	0.58070046	
FUBP1	n/a	0.5806365	
HOXB9	n/a	0.5806249	
NUPL2	n/a	0.580517	
INPP5F	n/a	0.58044976	
RYBP	n/a	0.5804346	
RFWD3	n/a	0.5803727	
C16orf75	n/a	0.5803641	
NAE1	n/a	0.58020073	
DNM1L	n/a	0.57994634	
GUCY1B2	n/a	0.5798951	
TNFRSF13C	n/a	0.57980186	
LOC349114	n/a	0.5797636	
C1orf56	n/a	0.5797055	
CMC1	n/a	0.57968336	
LRRCC1	n/a	0.57953393	
ZNF341	n/a	0.5794929	
NDUFB11	n/a	0.57946384	
CDH19	n/a	0.5794372	
PLA2G4D	n/a	0.57942396	
ETV7	n/a	0.57922846	
ZBTB7B	n/a	0.57921815	
STRA6	n/a	0.57914543	
SLC41A3	n/a	0.579114	
ANAPC11	n/a	0.5791042	
CCR7	n/a	0.5789071	
CACNA1F	n/a	0.5787444	
DAXX	n/a	0.5785994	
ZNHIT2	n/a	0.5784805	
BANP	n/a	0.57830137	
NFKB2	n/a	0.57801074	
PRMT6	n/a	0.57790095	
C17orf73	n/a	0.57769585	
NCRNA00052	n/a	0.57762825	
STRN4	n/a	0.5773862	
DCPS	n/a	0.57736325	
UTP6	n/a	0.57729566	
RALY	n/a	0.577108	
CLDN14	n/a	0.5770652	
HMGB2	n/a	0.577006	
POLR1B	n/a	0.57694227	
SCYL3	n/a	0.576847	
HUWE1	n/a	0.57629645	
FIZ1	n/a	0.5760169	
CCDC28B	n/a	0.57588226	
EMID1	n/a	0.5757332	
MLLT11	n/a	0.57567924	
MAGEE1	n/a	0.5755388	
MTERF	n/a	0.5754278	
KRT6A	n/a	0.5753266	
AACSL	n/a	0.5753077	
TMEM63B	n/a	0.57525116	
ABCC1	n/a	0.5750896	
FAM110B	n/a	0.5749208	
RPL18	n/a	0.57491314	
XRCC4	n/a	0.574884	
CEP250	n/a	0.57470673	
SPATS2L	n/a	0.5745337	
DTX3	n/a	0.57446355	
ERAL1	n/a	0.5744232	
SLC22A14	n/a	0.5743613	
ZNF697	n/a	0.5743087	
CBFB	n/a	0.5742561	
DEDD	n/a	0.5741395	
CBS	n/a	0.57402986	
SLC2A1	n/a	0.5738059	
TMEM212	n/a	0.57376957	
MCHR1	n/a	0.573724	
EFNA1	n/a	0.5737066	
ZFYVE19	n/a	0.57359964	
SMC1B	n/a	0.57357526	
MRPL37	n/a	0.5735583	
UNG	n/a	0.57354885	
NRBP1	n/a	0.5735343	
CLTA	n/a	0.57327646	
DLEU1	n/a	0.5730721	
KIFC2	n/a	0.5729774	
MKRN3	n/a	0.5729706	
PTK6	n/a	0.57285875	
OTP	n/a	0.57282424	
PCDHA11	n/a	0.57277143	
CXADR	n/a	0.5725558	
PVR	n/a	0.57255197	
XRCC3	n/a	0.57232374	
TLX1NB	n/a	0.57230943	
FAM72A	n/a	0.5720894	
TDRD5	n/a	0.5719841	
KIF1A	n/a	0.5718934	
CHD7	n/a	0.5717759	
MCRS1	n/a	0.57176757	
NAT8B	n/a	0.5717273	
AP1S3	n/a	0.57170826	
SFT2D2	n/a	0.57166934	
C17orf75	n/a	0.5713658	
XYLT2	n/a	0.57109505	
EPHX4	n/a	0.57092655	
COL22A1	n/a	0.5709231	
CXorf61	n/a	0.57090425	
TTLL9	n/a	0.5708961	
SLC39A10	n/a	0.57077676	
SLC4A5	n/a	0.5707349	
IL22RA2	n/a	0.5706945	
ATP5C1	n/a	0.5702315	
CKLF	n/a	0.5700623	
SNRPG	n/a	0.5700067	
CCDC51	n/a	0.5699519	
NECAP1	n/a	0.5699204	
PRIM2	n/a	0.5698472	
SERPINB7	n/a	0.5697731	
ZNF627	n/a	0.56952435	
TMEM139	n/a	0.56930935	
NCL	n/a	0.5691783	
LIMK2	n/a	0.5688624	
PYDC1	n/a	0.5686229	
CDCA7	n/a	0.5683907	
HS6ST1	n/a	0.5683121	
RALGAPB	n/a	0.5682883	
ACTR6	n/a	0.56821024	
POLR1A	n/a	0.56817424	
TMEM123	n/a	0.5679076	
CTAGE4	n/a	0.5678815	
C5orf46	n/a	0.5677279	
ZNF646	n/a	0.56753755	
MIAT	n/a	0.5674626	
RAB39B	n/a	0.5672967	
CACNA1A	n/a	0.5672082	
SLFNL1	n/a	0.56710726	
C11orf85	n/a	0.5670608	
GPSM1	n/a	0.566939	
ATAD2B	n/a	0.56690454	
POLA1	n/a	0.5668952	
CUL4B	n/a	0.5666647	
PGBD2	n/a	0.56666404	
PLEKHN1	n/a	0.56657207	
HNRNPL	n/a	0.5665624	
GTF2F2	n/a	0.5664637	
C5orf51	n/a	0.5661928	
VCX3B	n/a	0.56597507	
MAP3K9	n/a	0.5659418	
HHIPL1	n/a	0.56581825	
DGCR8	n/a	0.5657479	
LOC389458	n/a	0.5657347	
IL1F8	n/a	0.56570494	
PSMG1	n/a	0.5656892	
TUBB1	n/a	0.56551325	
POLR2D	n/a	0.56549203	
IDH2	n/a	0.565317	
OR2AE1	n/a	0.56526726	
QTRT1	n/a	0.56504035	
DHX15	n/a	0.56499636	
PTPLAD2	n/a	0.5649591	
INO80E	n/a	0.56488526	
MPG	n/a	0.5646444	
TEX11	n/a	0.5645781	
SLC7A2	n/a	0.5644134	
MOV10	n/a	0.56430644	
ENKUR	n/a	0.5642994	
MRPL12	n/a	0.5642728	
CABIN1	n/a	0.5641961	
CD180	n/a	0.564176	
KRT35	n/a	0.5641579	
HAUS8	n/a	0.56409734	
IFT27	n/a	0.5638265	
ZMYM4	n/a	0.56375146	
PPRC1	n/a	0.56367594	
CAPN12	n/a	0.56363547	
RPS16	n/a	0.5636138	
MEA1	n/a	0.56354547	
MED12L	n/a	0.5631671	
C20orf72	n/a	0.56315154	
CP110	n/a	0.56300676	
DYRK1B	n/a	0.56300527	
ATXN7L3	n/a	0.563004	
CA12	n/a	0.56281763	
NDOR1	n/a	0.56277925	
ZNF764	n/a	0.56274396	
GLS2	n/a	0.5626932	
LIN37	n/a	0.562625	
HEPHL1	n/a	0.56237733	
RPL8	n/a	0.56225216	
SARS	n/a	0.56202674	
TEKT4	n/a	0.5619435	
TYMP	n/a	0.56187654	
KRI1	n/a	0.5618269	
UBE2L3	n/a	0.56174374	
YAF2	n/a	0.56174034	
MICALCL	n/a	0.56168085	
MAEL	n/a	0.5614658	
SLC7A13	n/a	0.5614382	
LOC731789	n/a	0.5612641	
SLC18A1	n/a	0.56122327	
SPANXN3	n/a	0.56120074	
CDCA4	n/a	0.56102705	
CITED4	n/a	0.56101125	
ANKRD1	n/a	0.56099516	
C1orf158	n/a	0.56097	
VAC14	n/a	0.56090575	
C20orf26	n/a	0.5608724	
FNDC8	n/a	0.5607927	
DCDC2B	n/a	0.5606688	
PANK1	n/a	0.5606575	
KCNK5	n/a	0.5603734	
F2	n/a	0.5602478	
C20orf173	n/a	0.5602478	
NPSR1	n/a	0.5602478	
IL1RN	n/a	0.56024414	
WHSC1	n/a	0.5601512	
KLF1	n/a	0.5601245	
PAPD5	n/a	0.5600944	
CEACAM5	n/a	0.5600778	
KIAA1967	n/a	0.5600595	
ASPHD1	n/a	0.5600162	
LOC401397	n/a	0.55993354	
THAP10	n/a	0.55985576	
MUC17	n/a	0.5598079	
BAIAP2	n/a	0.55971277	
GATA3	n/a	0.55968	
NETO2	n/a	0.5596233	
CR1L	n/a	0.5593913	
CUZD1	n/a	0.559385	
RAET1L	n/a	0.5593453	
TIMM50	n/a	0.5593307	
BPI	n/a	0.55928767	
MYO1E	n/a	0.5592612	
SLC25A15	n/a	0.55914843	
C1orf122	n/a	0.5590986	
SCYL1	n/a	0.5589802	
MED29	n/a	0.558933	
MCART6	n/a	0.5589088	
RHOV	n/a	0.5588432	
PGK2	n/a	0.558798	
GRB2	n/a	0.5587741	
RDH16	n/a	0.55877036	
CLEC2L	n/a	0.5585545	
TFPT	n/a	0.558476	
ZPBP2	n/a	0.5584492	
HPS6	n/a	0.55837995	
PNO1	n/a	0.5582915	
GUK1	n/a	0.5582465	
ANKH	n/a	0.5582444	
TMSB10	n/a	0.5581501	
KIAA0907	n/a	0.5579614	
LOXL2	n/a	0.5578869	
NAPA	n/a	0.5576175	
LRRC23	n/a	0.55744195	
COG2	n/a	0.5573374	
KIAA0114	n/a	0.55728364	
AARS	n/a	0.5571997	
DBR1	n/a	0.5570972	
DKFZp686O24166	n/a	0.5570608	
CENPN	n/a	0.5568226	
RARRES1	n/a	0.5567482	
MYCN	n/a	0.5566477	
P4HA2	n/a	0.5565881	
SOCS6	n/a	0.5565824	
ECT2L	n/a	0.5561449	
HIST1H2AB	n/a	0.5561445	
GOLGA6C	n/a	0.5561445	
CHRAC1	n/a	0.5560635	
PPP1R11	n/a	0.55589753	
HIST1H2BD	n/a	0.55578953	
METTL11A	n/a	0.55571884	
TXNRD2	n/a	0.55562985	
CDK12	n/a	0.55547327	
TM7SF3	n/a	0.5554638	
RBBP6	n/a	0.55544776	
EWSR1	n/a	0.5554098	
CALHM1	n/a	0.5553495	
DDX11	n/a	0.55512655	
CLN3	n/a	0.5550638	
CYTH2	n/a	0.5550623	
ASNA1	n/a	0.55495906	
PAG1	n/a	0.5546561	
AMDHD2	n/a	0.5544731	
CYB561	n/a	0.55422956	
CCDC64B	n/a	0.5541941	
FOXH1	n/a	0.5541587	
PRKX	n/a	0.5539694	
SUMO3	n/a	0.55384374	
GTSF1	n/a	0.5537167	
HNF1B	n/a	0.5536238	
ELAVL3	n/a	0.55356115	
PSME3	n/a	0.55334127	
CHORDC1	n/a	0.5533216	
TOX3	n/a	0.55318284	
POLR2J2	n/a	0.55316746	
BCAR4	n/a	0.5531564	
GRB7	n/a	0.5527468	
VPS25	n/a	0.55253345	
CCDC114	n/a	0.55252707	
GADD45GIP1	n/a	0.5524432	
VSIG8	n/a	0.55209905	
PARP9	n/a	0.5517591	
SARNP	n/a	0.55163336	
SUZ12	n/a	0.55162966	
SCXB	n/a	0.55154794	
DHPS	n/a	0.5513811	
TSFM	n/a	0.5513075	
LRRC55	n/a	0.55127573	
NDUFB10	n/a	0.55127084	
TREML3	n/a	0.55124795	
VIL1	n/a	0.55123353	
RSL1D1	n/a	0.55112815	
MTX2	n/a	0.5510975	
GTF3C5	n/a	0.5508709	
CCL5	n/a	0.5507847	
ZNF511	n/a	0.55070245	
PTPN9	n/a	0.55068207	
NOP58	n/a	0.5502152	
OR10Q1	n/a	0.55019975	
CKM	n/a	0.5501891	
KRT18	n/a	0.5499891	
GAS5	n/a	0.5499018	
SH2D3A	n/a	0.5498407	
KIAA1429	n/a	0.5497791	
MYH14	n/a	0.54958045	
RNF216	n/a	0.549477	
AANAT	n/a	0.5492819	
OR14I1	n/a	0.5492819	
TRIM62	n/a	0.5491961	
CXCR2P1	n/a	0.5491761	
LIX1	n/a	0.5491715	
RAB3IP	n/a	0.54915786	
COL13A1	n/a	0.5487629	
SIGLEC7	n/a	0.5486581	
UBE2QL1	n/a	0.5485679	
RTCD1	n/a	0.5483507	
CAND1	n/a	0.548274	
CCL1	n/a	0.5482478	
MTMR11	n/a	0.5481496	
CLIC1	n/a	0.5479395	
GABRP	n/a	0.54792225	
MRPL18	n/a	0.54760325	
THOC7	n/a	0.54736495	
NOS2	n/a	0.5472925	
ASCL1	n/a	0.54727864	
ACTBL2	n/a	0.5471907	
C13orf23	n/a	0.54716146	
IGF1R	n/a	0.54710007	
ASCC3	n/a	0.5468857	
C17orf104	n/a	0.54685974	
HDGFL1	n/a	0.54683715	
GPR141	n/a	0.5468362	
ZNF77	n/a	0.54681957	
C7orf42	n/a	0.546758	
HSPB3	n/a	0.54675174	
GCC1	n/a	0.546691	
NXT1	n/a	0.54648423	
HEBP1	n/a	0.54643935	
DOCK3	n/a	0.5462702	
MKI67IP	n/a	0.5461357	
RAI1	n/a	0.54605144	
ZFP41	n/a	0.5459301	
BOLA3	n/a	0.5458274	
GPKOW	n/a	0.5458033	
TTF2	n/a	0.54548454	
CNOT7	n/a	0.54542935	
CAP1	n/a	0.54538494	
LYPD3	n/a	0.54534626	
PRR12	n/a	0.5453074	
PAPL	n/a	0.54530627	
POLR2J4	n/a	0.5452671	
CAPN1	n/a	0.5452079	
CDS1	n/a	0.54515976	
ATIC	n/a	0.54498947	
MUC21	n/a	0.5449751	
PPP1R14C	n/a	0.54495186	
ANTXR1	n/a	0.54492533	
OTX1	n/a	0.5447603	
SREBF2	n/a	0.5446118	
TMEM93	n/a	0.54459226	
SHISA4	n/a	0.5445615	
EIF3M	n/a	0.54436773	
TERT	n/a	0.54436606	
C19orf59	n/a	0.54435694	
TBC1D3B	n/a	0.54431444	
GYLTL1B	n/a	0.5442503	
LOC400794	n/a	0.54405564	
PIGQ	n/a	0.5439597	
TTLL1	n/a	0.5439587	
C1orf106	n/a	0.5439544	
C7orf27	n/a	0.5438546	
ERO1L	n/a	0.54373413	
DYNC1LI1	n/a	0.54370224	
DAD1	n/a	0.54364485	
CHN1	n/a	0.54343516	
RGS7	n/a	0.5432893	
CCDC74B	n/a	0.5432643	
ANK3	n/a	0.54323685	
ABHD10	n/a	0.5431946	
ZFAT	n/a	0.54317755	
CHRNA6	n/a	0.54314303	
VPS45	n/a	0.54307103	
ROPN1	n/a	0.5430531	
FAM27C	n/a	0.54302543	
CANT1	n/a	0.54293555	
C19orf24	n/a	0.54271555	
SERPINA9	n/a	0.54270655	
C8orf45	n/a	0.54266036	
BFAR	n/a	0.5426267	
C1orf86	n/a	0.54259896	
TRY6	n/a	0.54259753	
AFARP1	n/a	0.542515	
ITGA11	n/a	0.54250795	
SEL1L3	n/a	0.5424606	
ARPC4	n/a	0.54228276	
GPR89B	n/a	0.5422219	
OLA1	n/a	0.54215664	
C2orf18	n/a	0.54214114	
RG9MTD1	n/a	0.5420836	
KIRREL2	n/a	0.5420643	
BMP15	n/a	0.54204357	
BLOC1S2	n/a	0.5420043	
PNKP	n/a	0.5419484	
LCA5L	n/a	0.5419249	
B3GNT3	n/a	0.54168886	
PPPDE2	n/a	0.54149395	
TUBB	n/a	0.5413287	
SLC2A2	n/a	0.5412324	
KIR3DL3	n/a	0.5412324	
MED15	n/a	0.54108065	
USP18	n/a	0.5410058	
PHF20	n/a	0.54096866	
TGFB1	n/a	0.5408762	
ALOX12B	n/a	0.54079574	
PTP4A1	n/a	0.5407817	
ULBP3	n/a	0.5407681	
GJB5	n/a	0.5407513	
COPG2	n/a	0.5406463	
LOC644669	n/a	0.5406304	
NUP85	n/a	0.54036653	
ITGB1BP2	n/a	0.5402861	
SPG21	n/a	0.5401958	
SEC31A	n/a	0.54003716	
C10orf114	n/a	0.53994006	
ACBD7	n/a	0.5398956	
SLC20A2	n/a	0.53986883	
SLC29A2	n/a	0.5398341	
DUS1L	n/a	0.5396032	
DNTT	n/a	0.539594	
KIAA0319	n/a	0.5395438	
NPAS2	n/a	0.53945094	
ZFATAS	n/a	0.5393701	
TUBGCP2	n/a	0.53934145	
PELP1	n/a	0.5391167	
FAM46D	n/a	0.53909075	
VPS35	n/a	0.53904337	
CCDC138	n/a	0.5389352	
KCMF1	n/a	0.53892493	
FBXO28	n/a	0.5388992	
HIF1A	n/a	0.5387503	
ZC3H8	n/a	0.53868544	
RBM42	n/a	0.5386734	
YTHDF1	n/a	0.53835875	
L1CAM	n/a	0.53831226	
PRLR	n/a	0.53801	
XPO1	n/a	0.5377781	
UTP11L	n/a	0.5377247	
LRRC19	n/a	0.5377	
ODF4	n/a	0.5375722	
CYP2S1	n/a	0.53749794	
PPP2R5E	n/a	0.5372683	
LOC100130093	n/a	0.5371479	
NELF	n/a	0.53709215	
FAM36A	n/a	0.5370148	
DNASE2	n/a	0.5368679	
C6orf118	n/a	0.5368423	
HAUS7	n/a	0.5367554	
FAM3C	n/a	0.53656256	
TNPO3	n/a	0.53653103	
SLC26A9	n/a	0.5364518	
CCDC6	n/a	0.5363486	
MAGOH	n/a	0.53615195	
RHOC	n/a	0.5360893	
SLC34A3	n/a	0.53607064	
SUMO1	n/a	0.5359607	
C10orf113	n/a	0.5359134	
VGLL4	n/a	0.5359128	
DYDC2	n/a	0.5359061	
HDAC2	n/a	0.5357053	
ZSCAN10	n/a	0.53548175	
CSAG1	n/a	0.53548175	
LCE1B	n/a	0.53548175	
OR51Q1	n/a	0.53548175	
NLN	n/a	0.53546596	
TCP1	n/a	0.53546274	
LOC389634	n/a	0.5353719	
C1orf127	n/a	0.5352838	
RPL30	n/a	0.5352283	
CLPP	n/a	0.53519624	
IRF5	n/a	0.53518546	
KNG1	n/a	0.53504497	
PNLIPRP1	n/a	0.53502226	
SMC6	n/a	0.5349842	
FAM105B	n/a	0.5349286	
SVOP	n/a	0.53491986	
RBM19	n/a	0.5348449	
APOBEC1	n/a	0.5348126	
TSPAN16	n/a	0.5348126	
ASZ1	n/a	0.5348126	
DGCR2	n/a	0.53466594	
PRDX2	n/a	0.53456306	
DGUOK	n/a	0.5345449	
RPS4Y1	n/a	0.53445184	
EIF4A1	n/a	0.5344316	
SCML2	n/a	0.5344061	
MAP3K10	n/a	0.5343714	
SLC17A8	n/a	0.5343324	
SLC22A18	n/a	0.5342882	
GUCY2F	n/a	0.53427047	
A1CF	n/a	0.53427047	
BPIL2	n/a	0.53427047	
RAP1GDS1	n/a	0.5341941	
ARV1	n/a	0.53419214	
VPS33A	n/a	0.53417027	
LRAT	n/a	0.53416663	
REG1A	n/a	0.53415686	
PLA2G1B	n/a	0.5341156	
SUMO2	n/a	0.5339837	
COG7	n/a	0.5339144	
UTP23	n/a	0.53387284	
FAM127C	n/a	0.5338557	
OMP	n/a	0.5336195	
XKR7	n/a	0.5336195	
SNORA71C	n/a	0.5336195	
LOC100128191	n/a	0.533531	
FAM98A	n/a	0.5334476	
MED30	n/a	0.5334468	
ZYG11A	n/a	0.5334374	
PLXNA1	n/a	0.53334945	
FAM83E	n/a	0.53317344	
ADAMTS7	n/a	0.5331166	
BCOR	n/a	0.5330236	
EPHA8	n/a	0.5329772	
FAM135B	n/a	0.5328354	
TIPIN	n/a	0.5328345	
PDIA5	n/a	0.5328193	
SIPA1L1	n/a	0.53277147	
SLC16A1	n/a	0.53277004	
L1TD1	n/a	0.53254557	
NUP35	n/a	0.53244096	
LRRC46	n/a	0.53239095	
LOC401387	n/a	0.5322065	
PPP2R4	n/a	0.532185	
TAF7L	n/a	0.5321778	
TMEM108	n/a	0.5318653	
THUMPD3	n/a	0.5318331	
ZNF497	n/a	0.5318266	
WDR43	n/a	0.53181076	
KCNT1	n/a	0.53170663	
MPHOSPH10	n/a	0.53162533	
ZNF428	n/a	0.53162205	
RBM17	n/a	0.53158975	
FERMT1	n/a	0.5313059	
VGLL1	n/a	0.5312785	
FANCL	n/a	0.53119475	
NUTF2	n/a	0.53112686	
HSD17B7	n/a	0.5309704	
SSH3	n/a	0.53089756	
EPN1	n/a	0.53085953	
THAP7	n/a	0.5308219	
PCDP1	n/a	0.5307	
LOC400891	n/a	0.5305919	
HSPB11	n/a	0.53051984	
ZNF774	n/a	0.53043395	
CLTC	n/a	0.53041697	
NDUFA3	n/a	0.53041166	
SSNA1	n/a	0.53027624	
C17orf70	n/a	0.5301697	
EPHB2	n/a	0.5301398	
CD1A	n/a	0.5300866	
FLOT1	n/a	0.5300159	
GCNT3	n/a	0.5299373	
SLC12A1	n/a	0.52991694	
AIM1L	n/a	0.5299164	
CRKL	n/a	0.52990025	
VOPP1	n/a	0.5298927	
ZNF574	n/a	0.52978617	
ZBTB41	n/a	0.5296998	
NANS	n/a	0.52969915	
CCDC56	n/a	0.529675	
WFDC10B	n/a	0.52965534	
ULK3	n/a	0.52962464	
ATXN7L2	n/a	0.529596	
CREB3	n/a	0.5294881	
TMEM146	n/a	0.5292752	
HNF4A	n/a	0.52925694	
SH3BGRL3	n/a	0.5292547	
ELMO2	n/a	0.5292431	
CPT1C	n/a	0.52910715	
PRPF40A	n/a	0.5290586	
SLC37A1	n/a	0.5290442	
ITPA	n/a	0.529035	
SERPINA10	n/a	0.5287898	
POLR2F	n/a	0.52872455	
LSM7	n/a	0.5286733	
ZNF143	n/a	0.5286142	
HIST1H2BM	n/a	0.5284963	
CNOT6	n/a	0.5282139	
ZNF200	n/a	0.5281843	
FAM129B	n/a	0.52795	
STARD3	n/a	0.52787536	
LOC100130331	n/a	0.5278609	
BEX4	n/a	0.52785945	
BAT5	n/a	0.5278497	
GPR157	n/a	0.5277971	
HEPH	n/a	0.5277051	
ABHD2	n/a	0.52765304	
BOLL	n/a	0.5275316	
KRT3	n/a	0.52731407	
DYX1C1	n/a	0.52723867	
FAM71F1	n/a	0.5271841	
PSMD3	n/a	0.5269346	
KLK6	n/a	0.526904	
SYT14L	n/a	0.5267888	
ZNF746	n/a	0.526718	
EDC4	n/a	0.52660316	
VAX2	n/a	0.5265609	
NLRP2	n/a	0.52645934	
MTIF2	n/a	0.52643305	
PRTFDC1	n/a	0.5264244	
PA2G4	n/a	0.52633625	
CAMK2N1	n/a	0.5263102	
ZNF7	n/a	0.5263092	
ASPSCR1	n/a	0.52621406	
C7orf11	n/a	0.5261798	
TSC22D4	n/a	0.52609986	
LCP1	n/a	0.5260098	
EDNRA	n/a	0.5259879	
NFKBIB	n/a	0.52589357	
EIF3I	n/a	0.5258008	
EIF2AK2	n/a	0.52570504	
IGFALS	n/a	0.52565295	
GDPD1	n/a	0.5253242	
SPIB	n/a	0.5252556	
OR1F1	n/a	0.52491546	
SPSB2	n/a	0.5248893	
FLJ45983	n/a	0.5247967	
GRM2	n/a	0.52466327	
VPS18	n/a	0.524634	
FLJ22536	n/a	0.52455425	
C1QL2	n/a	0.52448493	
LOC158572	n/a	0.52436167	
C13orf34	n/a	0.5243164	
C16orf72	n/a	0.5242415	
CMTM1	n/a	0.52422005	
C1orf124	n/a	0.5242153	
ARF6	n/a	0.5241911	
CPSF1	n/a	0.52416325	
DTD1	n/a	0.52407086	
LMO7	n/a	0.52403945	
OSTCL	n/a	0.52397335	
MYO5B	n/a	0.5238671	
SIVA1	n/a	0.5237752	
IGF2BP1	n/a	0.5236958	
SLITRK6	n/a	0.52356684	
PTMA	n/a	0.52344936	
IAPP	n/a	0.523438	
OR2B2	n/a	0.523438	
OR1J1	n/a	0.523438	
TMEM229A	n/a	0.523438	
PIN1L	n/a	0.5232267	
ANKRD52	n/a	0.5227404	
MED27	n/a	0.5227351	
MAD2L1BP	n/a	0.52263284	
