NAME	TITLE	SCORE	
EFNB3	n/a	0.24997541	
CCL4L2	n/a	0.24996644	
PFKFB2	n/a	0.24996188	
BRD2	n/a	0.24991076	
ERAS	n/a	0.24973023	
TXNRD3IT1	n/a	0.24959812	
HNRNPH2	n/a	0.24943502	
NINJ2	n/a	0.24942155	
RSAD1	n/a	0.24935253	
LOC148189	n/a	0.24932437	
KCNK13	n/a	0.24921481	
EIF2B1	n/a	0.24917139	
MSRB2	n/a	0.24909088	
PEBP1	n/a	0.24907991	
COL23A1	n/a	0.24906754	
TMEM134	n/a	0.24905032	
NPNT	n/a	0.24894801	
LUZP6	n/a	0.24886478	
MAGEC3	n/a	0.24884099	
IL24	n/a	0.24878956	
ADAMTS4	n/a	0.2486104	
FLJ41941	n/a	0.24860935	
INTS9	n/a	0.24860166	
TEX264	n/a	0.24857754	
HEATR6	n/a	0.24855983	
SEC24C	n/a	0.24855238	
BTLA	n/a	0.2482897	
EIF4G2	n/a	0.24825321	
UBA52	n/a	0.24807085	
NFYB	n/a	0.2479641	
HMGXB3	n/a	0.24791056	
ZNF185	n/a	0.24783453	
C20orf196	n/a	0.24778312	
SCARNA6	n/a	0.24777488	
PRKRA	n/a	0.24774078	
ATP6V0D2	n/a	0.24764276	
LOC729603	n/a	0.24749452	
ANKRD36BP1	n/a	0.24745354	
SNORD97	n/a	0.24736108	
AOX2P	n/a	0.24735147	
RIMS2	n/a	0.24734242	
ADAMTS16	n/a	0.24732968	
PEG10	n/a	0.2471974	
PKLR	n/a	0.24716783	
CDHR1	n/a	0.24710508	
SNIP1	n/a	0.24703248	
PCBP1	n/a	0.24702728	
ZCCHC18	n/a	0.24702662	
LAMC3	n/a	0.24691552	
PDPK1	n/a	0.24688524	
B4GALT7	n/a	0.24685946	
ADCY8	n/a	0.24685107	
CKMT1A	n/a	0.2467145	
ERRFI1	n/a	0.24663486	
SPAG8	n/a	0.24659224	
IRF6	n/a	0.24656495	
THAP2	n/a	0.24651125	
ASTE1	n/a	0.2463389	
TRMT11	n/a	0.24617274	
ZNF382	n/a	0.24604693	
PRKAR1B	n/a	0.24591829	
LRBA	n/a	0.24582778	
LY6K	n/a	0.24572517	
LY9	n/a	0.24568415	
GPR183	n/a	0.24551705	
POP5	n/a	0.24537893	
OMA1	n/a	0.24535973	
ART4	n/a	0.2449405	
ANGEL2	n/a	0.24492045	
PANK3	n/a	0.24483438	
PIK3CB	n/a	0.24473332	
SPIRE1	n/a	0.24469346	
CXCL16	n/a	0.2446608	
RNF126	n/a	0.24457707	
NUDT22	n/a	0.24450086	
UBE2J1	n/a	0.24448806	
SH2D4B	n/a	0.24447119	
PGBD4	n/a	0.24433027	
CENPQ	n/a	0.24430235	
MUS81	n/a	0.24423845	
PVRL1	n/a	0.24411061	
BFSP2	n/a	0.24404117	
CDC73	n/a	0.24392515	
LYPD4	n/a	0.24377865	
EIF2B5	n/a	0.24347785	
OR4N4	n/a	0.24342059	
SPNS3	n/a	0.24336588	
RAB27B	n/a	0.24326947	
CAPNS2	n/a	0.24324875	
PCBP2	n/a	0.24305516	
ZBP1	n/a	0.24286197	
C22orf28	n/a	0.24259791	
CTNNB1	n/a	0.2425907	
LOC728855	n/a	0.24216405	
STT3B	n/a	0.24210303	
MAT1A	n/a	0.2418965	
FOLH1	n/a	0.24185462	
RPS4X	n/a	0.24180302	
ESR1	n/a	0.24177311	
NUDT11	n/a	0.24170466	
CDC42BPG	n/a	0.24162294	
SLAMF6	n/a	0.24138059	
ANKIB1	n/a	0.24115369	
TMEM87B	n/a	0.24113888	
RAB20	n/a	0.24110599	
PIK3R4	n/a	0.24100068	
TMEM14B	n/a	0.24093293	
DAGLA	n/a	0.24079344	
LOC641298	n/a	0.24075793	
THAP5	n/a	0.24033959	
CRLF1	n/a	0.24031265	
ZNF770	n/a	0.24018332	
HSPA6	n/a	0.23984098	
FXN	n/a	0.23983282	
PTCD3	n/a	0.23977487	
SPHK2	n/a	0.2397684	
TPTE2	n/a	0.2393985	
MARK3	n/a	0.23939662	
USP3	n/a	0.23935841	
LRDD	n/a	0.23924157	
C3orf52	n/a	0.23918769	
IFI44	n/a	0.23916717	
HERC6	n/a	0.23903102	
C1orf91	n/a	0.23898755	
GPC1	n/a	0.23878524	
CLDN20	n/a	0.2387219	
SERPINB5	n/a	0.23853812	
AKAP8	n/a	0.238409	
TRIM2	n/a	0.23839995	
OSBPL5	n/a	0.23838167	
TMED1	n/a	0.23836978	
GALNT13	n/a	0.23836967	
IL1F9	n/a	0.23832573	
TMEM41B	n/a	0.23825666	
GPR82	n/a	0.23823494	
FAIM3	n/a	0.23820022	
NKX1	n/a	0.23815444	
ZNF789	n/a	0.23811717	
INTS10	n/a	0.23810259	
TNNI1	n/a	0.23750852	
CD5	n/a	0.2374435	
C17orf53	n/a	0.23724608	
LOC284837	n/a	0.23723373	
DUSP2	n/a	0.23717326	
TDH	n/a	0.23717038	
C20orf186	n/a	0.23700516	
WDR83	n/a	0.23697586	
SFRS8	n/a	0.236881	
PGPEP1L	n/a	0.23685825	
ZBED1	n/a	0.23675182	
PRDM6	n/a	0.23669678	
PI4K2A	n/a	0.23654567	
TMEM40	n/a	0.23646516	
RPL6	n/a	0.236247	
C22orf32	n/a	0.2361803	
SH3TC1	n/a	0.23614582	
BTG4	n/a	0.23613442	
SLC39A8	n/a	0.2361002	
CHCHD4	n/a	0.23607886	
CDKN2AIPNL	n/a	0.23602448	
INSR	n/a	0.23591498	
ZNF552	n/a	0.23585431	
STK16	n/a	0.23582874	
PMP2	n/a	0.23560885	
BRPF1	n/a	0.2355487	
C2orf77	n/a	0.23543476	
FKBP14	n/a	0.23540126	
BZW1	n/a	0.23538125	
FAIM2	n/a	0.23507906	
C6orf25	n/a	0.23500492	
CCDC18	n/a	0.23499571	
TSSC4	n/a	0.23498125	
USP28	n/a	0.23466349	
ASB3	n/a	0.23446146	
CD300E	n/a	0.23444693	
LOC81691	n/a	0.23430449	
C6orf81	n/a	0.23426354	
NCOA7	n/a	0.23422623	
CARD11	n/a	0.23418057	
UGDH	n/a	0.23409092	
GNB1	n/a	0.23405586	
DYRK1A	n/a	0.2339451	
C9orf4	n/a	0.23374172	
GPR18	n/a	0.23370428	
VN1R1	n/a	0.23368049	
PNN	n/a	0.23367195	
LRRC48	n/a	0.23363824	
C3orf17	n/a	0.23359542	
XBP1	n/a	0.23347521	
KCNC1	n/a	0.23340963	
TAS1R2	n/a	0.23309098	
FOLR4	n/a	0.23309098	
C7orf64	n/a	0.2330472	
NCKAP5	n/a	0.23273323	
FURIN	n/a	0.23266843	
GLYR1	n/a	0.2326007	
SCARNA7	n/a	0.23249784	
SOX15	n/a	0.23232616	
SIPA1	n/a	0.23228325	
IRAK1BP1	n/a	0.23224436	
MTCP1NB	n/a	0.23224	
MBD6	n/a	0.2321916	
WASF1	n/a	0.23199667	
UBXN10	n/a	0.23199329	
CREB3L3	n/a	0.23184969	
FNTB	n/a	0.23183611	
DPPA4	n/a	0.23158617	
NTAN1	n/a	0.23109671	
C4orf36	n/a	0.23097858	
C2orf60	n/a	0.23096627	
FAIM	n/a	0.23092817	
FUNDC2	n/a	0.23062819	
TM2D3	n/a	0.23057011	
FAM134C	n/a	0.23054618	
ARHGDIB	n/a	0.23042743	
MAN1B1	n/a	0.23037544	
VPS37B	n/a	0.23034851	
LRRC17	n/a	0.23033325	
LOC202181	n/a	0.23028167	
RHD	n/a	0.23020092	
MST1R	n/a	0.23017444	
KIAA1407	n/a	0.23016515	
PITPNM1	n/a	0.23012543	
LRRC58	n/a	0.23012504	
SMR3B	n/a	0.23011078	
GPR31	n/a	0.23010989	
TMEM102	n/a	0.230101	
BRAF	n/a	0.22993205	
BSG	n/a	0.22984575	
GPR111	n/a	0.22966184	
CREB3L2	n/a	0.22938943	
KLK1	n/a	0.22937442	
CHMP7	n/a	0.2293665	
NT5C1B	n/a	0.2293406	
PRPF4B	n/a	0.22933301	
ERCC6	n/a	0.2293116	
ISPD	n/a	0.22930974	
COQ7	n/a	0.22920032	
TBP	n/a	0.22911382	
ANKRD49	n/a	0.22906344	
OPHN1	n/a	0.22862984	
C9orf109	n/a	0.22854124	
CLTB	n/a	0.22838254	
GALNTL6	n/a	0.22836633	
TRIB2	n/a	0.22836114	
CORO1B	n/a	0.22834858	
BAG3	n/a	0.22828774	
C21orf125	n/a	0.22823904	
DYNLRB2	n/a	0.22823057	
ACOXL	n/a	0.22805206	
MPHOSPH6	n/a	0.22799578	
EPHX3	n/a	0.22792225	
PRR3	n/a	0.2277363	
PNPLA5	n/a	0.2277013	
PCDHB8	n/a	0.22754502	
C9orf96	n/a	0.22725575	
ARL10	n/a	0.22725059	
DCST2	n/a	0.22715034	
PHRF1	n/a	0.22670402	
PLK2	n/a	0.22658809	
BOD1	n/a	0.22658373	
DTX2	n/a	0.22657871	
LMX1B	n/a	0.22647993	
IFRD1	n/a	0.22639586	
ALOX12	n/a	0.22624405	
SPHKAP	n/a	0.22624391	
SPTBN2	n/a	0.22608854	
BRAP	n/a	0.22602107	
C6orf130	n/a	0.2258027	
IL1RAP	n/a	0.22579981	
SIGLEC9	n/a	0.22555648	
OSTalpha	n/a	0.22555572	
ENTPD2	n/a	0.22550546	
RCE1	n/a	0.22548698	
CHD5	n/a	0.22541197	
TP53BP1	n/a	0.2250581	
POU5F1	n/a	0.22501902	
SBNO1	n/a	0.22494654	
SLC14A1	n/a	0.22487323	
LAMP1	n/a	0.22486925	
SIAH1	n/a	0.22481863	
PSD3	n/a	0.22477956	
LOC100271832	n/a	0.22476605	
SCLT1	n/a	0.22468266	
TCTE1	n/a	0.22462639	
CD3E	n/a	0.22422189	
SLCO4A1	n/a	0.2241885	
HOXA1	n/a	0.22408068	
RABEPK	n/a	0.22387098	
WDR93	n/a	0.22382055	
RNGTT	n/a	0.22379714	
CAMK2B	n/a	0.22374454	
MPHOSPH9	n/a	0.22373816	
OPA3	n/a	0.22365558	
UNC45A	n/a	0.2235051	
SERPINA6	n/a	0.22348697	
WNT2	n/a	0.22339143	
SNORA40	n/a	0.22338377	
MGC3771	n/a	0.22326557	
C14orf179	n/a	0.22320093	
CCDC159	n/a	0.2231112	
ACCN1	n/a	0.22310404	
TRIM55	n/a	0.22299376	
GJA1	n/a	0.22297908	
DCAF6	n/a	0.22290385	
NBEAL2	n/a	0.22286741	
COQ9	n/a	0.2226678	
NAF1	n/a	0.22262736	
UBE2D1	n/a	0.22260879	
TCEAL1	n/a	0.22236687	
SH3YL1	n/a	0.22195442	
GRIN3B	n/a	0.22190872	
LIPH	n/a	0.22184981	
ZNF720	n/a	0.22181378	
C11orf17	n/a	0.22180471	
ZNF98	n/a	0.22162089	
SOX9	n/a	0.22157429	
WFDC1	n/a	0.22135998	
EFCAB4A	n/a	0.22119012	
NDRG1	n/a	0.22116382	
MRPL33	n/a	0.22114506	
RPL17	n/a	0.22112583	
H2AFV	n/a	0.2209757	
SLC39A6	n/a	0.22096087	
MRPS18A	n/a	0.22042532	
SNAPC2	n/a	0.22028676	
CEP135	n/a	0.22023377	
C14orf86	n/a	0.22016375	
HIST1H3E	n/a	0.22012931	
TMEM119	n/a	0.22002573	
MTFMT	n/a	0.21993208	
DNAJC7	n/a	0.21982755	
BCAS3	n/a	0.21978362	
KIF5B	n/a	0.21977186	
PART1	n/a	0.2196293	
PPP2R2D	n/a	0.21961887	
SSU72	n/a	0.21958861	
LOH12CR1	n/a	0.21946894	
PLD4	n/a	0.21932648	
VAMP1	n/a	0.21926735	
ASAP3	n/a	0.21925959	
APEX1	n/a	0.2191014	
CNTD1	n/a	0.21901384	
TMIGD2	n/a	0.21888481	
RSPRY1	n/a	0.21880727	
NCRNA00115	n/a	0.2185113	
WDR65	n/a	0.21837288	
OPRK1	n/a	0.21816814	
LPAR5	n/a	0.21808502	
DARS	n/a	0.21796297	
C6orf47	n/a	0.21772476	
IL1R2	n/a	0.21764304	
ARL8B	n/a	0.21755579	
ATP8B1	n/a	0.21750574	
CHDH	n/a	0.21737847	
ENGASE	n/a	0.21735159	
ASB10	n/a	0.21733242	
SUFU	n/a	0.21728571	
DNAH5	n/a	0.2170962	
INTS6	n/a	0.21708047	
ARX	n/a	0.2169872	
KIAA1045	n/a	0.21664871	
ANP32B	n/a	0.2166171	
PDPN	n/a	0.21618722	
C16orf80	n/a	0.2159715	
PSMB1	n/a	0.21594833	
SLC35A3	n/a	0.21578768	
SYNGAP1	n/a	0.21556523	
NMD3	n/a	0.21551558	
HPCAL1	n/a	0.21546562	
CYP2F1	n/a	0.21531294	
FABP5L3	n/a	0.21528095	
RNF215	n/a	0.21526861	
SFRP4	n/a	0.21526095	
FAM32A	n/a	0.21513845	
SGK3	n/a	0.21504027	
SMTNL1	n/a	0.21481992	
METTL5	n/a	0.21469544	
FAM22F	n/a	0.21466483	
NRF1	n/a	0.2145521	
PXT1	n/a	0.21442662	
CD86	n/a	0.21420127	
PCP4	n/a	0.21412148	
RANBP3	n/a	0.21407282	
ZNF717	n/a	0.21406102	
TMEM98	n/a	0.21397685	
RASA2	n/a	0.21392271	
NAP1L1	n/a	0.21389192	
FHL2	n/a	0.21379866	
NLRP8	n/a	0.21364555	
USMG5	n/a	0.21361907	
LASS6	n/a	0.21356913	
INO80B	n/a	0.21343787	
FGFR3	n/a	0.2134339	
SMARCD1	n/a	0.21342497	
GTPBP2	n/a	0.21335135	
LRRC16A	n/a	0.21333994	
ABAT	n/a	0.21331887	
NRG3	n/a	0.21320693	
SLPI	n/a	0.21318083	
CUL4A	n/a	0.2130012	
PDCD4	n/a	0.21297532	
CD300A	n/a	0.21279736	
PAK1	n/a	0.21240798	
RANGRF	n/a	0.21234322	
AMFR	n/a	0.21233325	
PPIG	n/a	0.21212113	
DOK3	n/a	0.21211042	
PCDHGB5	n/a	0.21206023	
C2orf28	n/a	0.2120178	
FAM81B	n/a	0.2119952	
TBC1D29	n/a	0.2118759	
HSPA1B	n/a	0.21174216	
OXGR1	n/a	0.2116921	
CXorf48	n/a	0.21168411	
PPIL5	n/a	0.21149425	
BFSP1	n/a	0.21144785	
HEPACAM2	n/a	0.21143728	
PLEKHG4	n/a	0.21126531	
SPRYD3	n/a	0.2112331	
CCL25	n/a	0.21116386	
TP53TG1	n/a	0.21100818	
KIAA0247	n/a	0.21089947	
HEXIM2	n/a	0.21083216	
BIRC3	n/a	0.21076494	
CCDC40	n/a	0.21073821	
EXOC4	n/a	0.2106578	
ACTN1	n/a	0.21063969	
AQP10	n/a	0.21050419	
LOC285593	n/a	0.21042415	
FNDC1	n/a	0.21038435	
STAP1	n/a	0.21015155	
ATP2B1	n/a	0.21013254	
MLPH	n/a	0.21011081	
LGALS7B	n/a	0.21008472	
RAB18	n/a	0.21003744	
CNN2	n/a	0.20999537	
DZIP1	n/a	0.20996879	
CTSB	n/a	0.20984861	
ARVCF	n/a	0.20980513	
NAA35	n/a	0.20974642	
RAB3B	n/a	0.20962672	
TAF12	n/a	0.20953363	
BRF1	n/a	0.209426	
TRAM1L1	n/a	0.20940131	
KCNV1	n/a	0.20933092	
RGL3	n/a	0.20926538	
NDUFA5	n/a	0.20915349	
S1PR2	n/a	0.20911318	
GATA6	n/a	0.2091122	
CEACAM7	n/a	0.20903021	
DCC	n/a	0.20887183	
C22orf9	n/a	0.20875461	
C9orf123	n/a	0.20874472	
LOC619207	n/a	0.20865422	
EDEM3	n/a	0.20861728	
RCSD1	n/a	0.20860134	
DCTN1	n/a	0.2084942	
OR2W3	n/a	0.20842406	
GTSF1L	n/a	0.20836332	
FAM41C	n/a	0.2082969	
ZNF193	n/a	0.20801602	
SERPINA11	n/a	0.20788716	
C15orf21	n/a	0.2078469	
TNKS	n/a	0.20775259	
TAC4	n/a	0.20771837	
ZNF638	n/a	0.2075575	
DNM3	n/a	0.2073755	
LPHN1	n/a	0.20724234	
TCN1	n/a	0.20708302	
NCRNA00189	n/a	0.20707786	
FAM120A	n/a	0.20685989	
CEP170	n/a	0.20672147	
ONECUT1	n/a	0.2065857	
PTGIR	n/a	0.20656666	
POM121	n/a	0.20650554	
TMEM9B	n/a	0.20643175	
IL2	n/a	0.20636053	
PRPF38B	n/a	0.20612235	
C6orf26	n/a	0.2061217	
RBBP9	n/a	0.20600381	
SPRED1	n/a	0.2059701	
ITPR3	n/a	0.20571353	
SYNGR1	n/a	0.20568807	
CINP	n/a	0.20563965	
LRRC20	n/a	0.20554684	
BATF2	n/a	0.20542267	
PAK1IP1	n/a	0.2053511	
THAP4	n/a	0.20530622	
ETNK2	n/a	0.20483388	
GBP7	n/a	0.20481014	
TBC1D3H	n/a	0.20457347	
PRSSL1	n/a	0.20452334	
IYD	n/a	0.20440483	
FCRL5	n/a	0.20439097	
LOC100240734	n/a	0.20428158	
KCTD1	n/a	0.20427935	
UBXN4	n/a	0.20427851	
NLRP6	n/a	0.20422243	
HCG4	n/a	0.20415103	
IFT88	n/a	0.20402437	
GABRB3	n/a	0.20392588	
FOXA2	n/a	0.20365721	
KRIT1	n/a	0.2036472	
POLR2B	n/a	0.20360683	
C20orf29	n/a	0.20360386	
CTSE	n/a	0.20358527	
TMEM232	n/a	0.20343956	
DR1	n/a	0.20341459	
SLC19A2	n/a	0.2033882	
PLXNB3	n/a	0.20336606	
DSCAM	n/a	0.20333712	
GABBR1	n/a	0.2032686	
USP32	n/a	0.20317446	
H2AFJ	n/a	0.2030499	
NDUFA13	n/a	0.20303394	
ADAMTS19	n/a	0.20302686	
TRERF1	n/a	0.2028516	
SOD1	n/a	0.20283966	
CLUL1	n/a	0.20279916	
C6orf62	n/a	0.20277399	
C21orf57	n/a	0.20276892	
TES	n/a	0.20268993	
ARL13A	n/a	0.2025962	
PILRA	n/a	0.20242469	
MAPK6	n/a	0.20238557	
ZHX2	n/a	0.20227697	
LOC100133991	n/a	0.20222314	
C21orf84	n/a	0.20219472	
SRI	n/a	0.2020635	
EXOSC6	n/a	0.20199932	
CFDP1	n/a	0.20194161	
SERGEF	n/a	0.20192458	
LOC100131193	n/a	0.20191152	
TMEM181	n/a	0.2018795	
NEU4	n/a	0.2014129	
PRELID2	n/a	0.20140287	
NGDN	n/a	0.20137131	
RGR	n/a	0.20129366	
CLGN	n/a	0.20090787	
UBE3B	n/a	0.20088018	
NOL3	n/a	0.20075974	
ARHGDIG	n/a	0.20072809	
PSMD1	n/a	0.20055422	
B3GNT8	n/a	0.200455	
SERINC5	n/a	0.20040442	
MCM9	n/a	0.20027952	
URGCP	n/a	0.20020318	
ZNF277	n/a	0.2001113	
C8orf22	n/a	0.20010518	
EIF3G	n/a	0.20006238	
ASL	n/a	0.19973005	
CYP8B1	n/a	0.19943087	
RNF43	n/a	0.19935887	
PPP1R8	n/a	0.19902085	
GGA3	n/a	0.1989514	
PGM2L1	n/a	0.19890006	
GTF3C3	n/a	0.19889541	
EXPH5	n/a	0.19880554	
ABI2	n/a	0.19880453	
CLNK	n/a	0.19877733	
IRX1	n/a	0.1987722	
C21orf129	n/a	0.19866864	
HNRNPUL2	n/a	0.1986654	
C19orf29	n/a	0.19863129	
SH3BGR	n/a	0.19861619	
ANKRD56	n/a	0.19860558	
PSMD7	n/a	0.19853395	
MGAM	n/a	0.19845776	
TBPL1	n/a	0.1983262	
CDKN1A	n/a	0.19807358	
LGI3	n/a	0.19805638	
DBN1	n/a	0.19804497	
SSB	n/a	0.1980213	
GRK1	n/a	0.1980056	
RPL7	n/a	0.19779482	
LOC100128239	n/a	0.19772016	
RPS27L	n/a	0.19770713	
PIBF1	n/a	0.19768253	
STYK1	n/a	0.19767182	
EIF1AX	n/a	0.1975265	
APP	n/a	0.19744289	
ZNF586	n/a	0.19741675	
PPCS	n/a	0.19715144	
ZNF749	n/a	0.19707175	
MAN2B1	n/a	0.19692944	
HOXB1	n/a	0.19673514	
PLG	n/a	0.19673514	
OR10H5	n/a	0.19673514	
LOC284798	n/a	0.19673514	
TDRG1	n/a	0.19673514	
TPP2	n/a	0.19671012	
PRPS1L1	n/a	0.1966356	
TMEM52	n/a	0.19657327	
SFRS7	n/a	0.19638406	
SNX24	n/a	0.19636281	
ORC4L	n/a	0.196149	
MLL2	n/a	0.19613068	
NSUN4	n/a	0.19591005	
PBX4	n/a	0.19588497	
SLC35A1	n/a	0.19588257	
C1orf172	n/a	0.19583936	
PACS1	n/a	0.19573566	
TXNL4B	n/a	0.19566329	
ZNF317	n/a	0.19557057	
MEX3C	n/a	0.1955083	
SLC25A31	n/a	0.19545403	
OR9Q1	n/a	0.19545403	
KBTBD13	n/a	0.19545403	
ZNF532	n/a	0.19545081	
C14orf166B	n/a	0.19543287	
PBX3	n/a	0.1953451	
ADAMDEC1	n/a	0.19527167	
DBNL	n/a	0.19519736	
C15orf33	n/a	0.19510369	
LACTB	n/a	0.19487284	
TPH2	n/a	0.19452752	
DUT	n/a	0.1944385	
C20orf106	n/a	0.19442648	
PPP1R2P9	n/a	0.19435273	
NAPEPLD	n/a	0.19422053	
TMEM216	n/a	0.1941483	
B3GNT2	n/a	0.1941183	
LOX	n/a	0.1940962	
FKBP2	n/a	0.19396311	
ANKRD19	n/a	0.19381118	
KRT12	n/a	0.19376402	
PELI3	n/a	0.19375189	
NCRNA00094	n/a	0.19368349	
GP1BA	n/a	0.19360957	
C5orf42	n/a	0.19360398	
NDUFB1	n/a	0.19354142	
TRPC4AP	n/a	0.19343641	
CD37	n/a	0.19337232	
USP14	n/a	0.19320202	
CPNE5	n/a	0.19300003	
HIST4H4	n/a	0.19299215	
CREBZF	n/a	0.19283089	
GNRHR	n/a	0.19276513	
DUSP5P	n/a	0.1927195	
CASC1	n/a	0.1926332	
LAYN	n/a	0.19256085	
XKR4	n/a	0.19254945	
PLXNB1	n/a	0.19227767	
DDAH1	n/a	0.19213472	
DNALI1	n/a	0.19209239	
FBXL18	n/a	0.19201076	
ZNF180	n/a	0.19200553	
PHIP	n/a	0.19185027	
CORO6	n/a	0.19182871	
LRRC57	n/a	0.19180743	
IL2RB	n/a	0.19179861	
CWC15	n/a	0.19158776	
TRIM37	n/a	0.19153011	
RPL29P2	n/a	0.19139844	
OR4F29	n/a	0.19133805	
C2orf57	n/a	0.19133306	
ZIC2	n/a	0.19127992	
CCDC12	n/a	0.19116414	
10-Mar	n/a	0.19107045	
LOC729082	n/a	0.19101077	
KLHDC3	n/a	0.19017334	
APOC1	n/a	0.19015525	
NUP160	n/a	0.1901369	
PITPNM3	n/a	0.19013241	
TEX2	n/a	0.19006677	
WDR33	n/a	0.18999182	
LUC7L2	n/a	0.18969843	
ITGA2B	n/a	0.18966754	
TRIB1	n/a	0.18957147	
AGBL4	n/a	0.18955046	
KLHDC4	n/a	0.18954913	
PPP1R13B	n/a	0.18950978	
ZNF500	n/a	0.18945763	
SLC25A40	n/a	0.1893586	
MGC12982	n/a	0.18932149	
CNKSR3	n/a	0.18931876	
FLJ26850	n/a	0.18925957	
FN3KRP	n/a	0.1891608	
TRIM38	n/a	0.18910335	
CHGA	n/a	0.18898596	
ARHGAP30	n/a	0.18867747	
B3GNT5	n/a	0.18862133	
PTPN23	n/a	0.18856022	
DND1	n/a	0.18843041	
TBC1D3C	n/a	0.18836446	
ASTN2	n/a	0.18828396	
EPGN	n/a	0.18827255	
DDB1	n/a	0.18825845	
MPZL3	n/a	0.18813893	
LIPI	n/a	0.18797737	
KCTD4	n/a	0.18794993	
FAM151B	n/a	0.18781467	
PEX26	n/a	0.18776156	
SLC9A2	n/a	0.1877249	
PADI3	n/a	0.187639	
SNRNP35	n/a	0.1876362	
AFF2	n/a	0.187456	
BET1L	n/a	0.1873235	
GNA15	n/a	0.18729313	
KIF5C	n/a	0.18714832	
BCAR1	n/a	0.1870481	
UBE2K	n/a	0.18688919	
NPLOC4	n/a	0.18678103	
PLEKHG3	n/a	0.18670851	
RBM26	n/a	0.18665393	
CPLX1	n/a	0.18663634	
HSCB	n/a	0.18657283	
HRNBP3	n/a	0.18649644	
TMEM150A	n/a	0.18635455	
NID2	n/a	0.18631497	
GTF2H3	n/a	0.18622494	
POU2AF1	n/a	0.18618067	
THAP11	n/a	0.18612275	
TFDP2	n/a	0.18608215	
FMR1	n/a	0.18606308	
CHCHD7	n/a	0.18601832	
SGK223	n/a	0.18582422	
RIMBP3C	n/a	0.18575203	
MPZL2	n/a	0.18560977	
PIGN	n/a	0.18560557	
KLHL22	n/a	0.18559696	
BCAT1	n/a	0.18556696	
IMMT	n/a	0.18540184	
REG4	n/a	0.1853994	
MRPS2	n/a	0.18528917	
FAM46C	n/a	0.18515514	
PARP16	n/a	0.1851543	
MITD1	n/a	0.18513133	
C8orf86	n/a	0.18512772	
GSTA2	n/a	0.18512355	
CPXM1	n/a	0.18503238	
STX5	n/a	0.18497348	
MATR3	n/a	0.18494922	
PSMC5	n/a	0.18492237	
ZYX	n/a	0.1846751	
TNFRSF10A	n/a	0.1846368	
GPR171	n/a	0.18451235	
SPTY2D1	n/a	0.18449852	
CTBP1	n/a	0.18443267	
LHX8	n/a	0.1841886	
FCRL3	n/a	0.18417224	
PLSCR3	n/a	0.18416733	
C1orf27	n/a	0.1840677	
HSPA2	n/a	0.18394606	
POM121L4P	n/a	0.18384859	
JAK3	n/a	0.18384528	
RAB43	n/a	0.18380807	
JRKL	n/a	0.18380621	
WSB2	n/a	0.18379773	
LTA4H	n/a	0.18372242	
THEG	n/a	0.1836986	
CMTM4	n/a	0.18361399	
METAP1	n/a	0.18357849	
PPP4R2	n/a	0.18354896	
DIP2A	n/a	0.18353249	
C15orf29	n/a	0.18346985	
CORO1A	n/a	0.18338084	
PTPRF	n/a	0.18337451	
PHF8	n/a	0.1833513	
PON2	n/a	0.18329605	
TMBIM6	n/a	0.18316628	
KDM4B	n/a	0.18306403	
ZNF878	n/a	0.18296054	
CCRN4L	n/a	0.18278986	
ZC3H12D	n/a	0.1825205	
GPR173	n/a	0.18251286	
SH2D1A	n/a	0.18243636	
IKBIP	n/a	0.18238653	
ROM1	n/a	0.18226618	
SCGB1D2	n/a	0.18210815	
CYP51A1	n/a	0.18206	
RPA2	n/a	0.18185496	
CARD18	n/a	0.18174991	
HAPLN4	n/a	0.18144442	
NEK4	n/a	0.18128078	
C11orf73	n/a	0.18095315	
EYA3	n/a	0.18091156	
PRKAG1	n/a	0.18089949	
LIPN	n/a	0.1807979	
C1orf97	n/a	0.18070768	
POTEE	n/a	0.18027706	
RPL29	n/a	0.18004668	
PRH2	n/a	0.18002324	
LARP1	n/a	0.17998438	
LARP1B	n/a	0.17997454	
HIC2	n/a	0.17992909	
CTLA4	n/a	0.17952581	
BMP5	n/a	0.17949957	
PDE4B	n/a	0.17949921	
CHMP2B	n/a	0.17946433	
FSD1L	n/a	0.17928846	
XCR1	n/a	0.17919984	
LRRK1	n/a	0.17918794	
C12orf10	n/a	0.1790578	
SNORA67	n/a	0.17884693	
CCBP2	n/a	0.17881261	
NAGS	n/a	0.17880374	
NELL1	n/a	0.17878054	
ZNF33B	n/a	0.1787745	
GINS3	n/a	0.17868154	
ZNF785	n/a	0.17865908	
LAMA1	n/a	0.17863487	
MAGEH1	n/a	0.17863405	
NF1	n/a	0.17861435	
MRPL21	n/a	0.17857704	
GOSR1	n/a	0.17851341	
DPP7	n/a	0.17849992	
NUP188	n/a	0.17847085	
GOLGB1	n/a	0.17835927	
TBX20	n/a	0.17832445	
SNAPC4	n/a	0.178019	
ITFG2	n/a	0.17798598	
RPS6	n/a	0.17785935	
PKP2	n/a	0.17759565	
GBGT1	n/a	0.1775756	
HAR1A	n/a	0.17741469	
SGSM3	n/a	0.177359	
TCTN3	n/a	0.17732225	
BLMH	n/a	0.17729498	
DUSP18	n/a	0.17716926	
WWTR1	n/a	0.17712773	
NUDCD3	n/a	0.17708877	
USP50	n/a	0.17692953	
SCN1A	n/a	0.17682807	
