Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5
FSCN3	0	5.69755368656162	2.22949051618748	2.16411364037032	2.20013351599719	10.1024192681205	0.920723577122542	3.28337987706989	3.53597938917188	1.85455513891327
TNPO2	4637.00101954997	3424.22976562353	5940.47748038154	4168.08287135324	5654.34313611278	9129.21954529157	7420.11130803057	4725.87810306259	3796.22747221493	4349.85907832107
ERO1L	1725.61502100182	1233.52037314059	1537.23371091127	1920.29017022193	1480.68985626611	1196.57543775739	1893.00767456395	7636.04713410553	1606.04183856187	3634.00079470055
EFEMP2	4424.83523827926	3428.50293088845	4436.68612721308	1359.06336615256	5069.10762085753	3315.83850200311	547.830528387913	2907.9801111249	3555.78087375124	3171.28928754169
TBX21	25.9313732664208	142.43884216404	24.5243956780623	12.9846818422219	44.0026703199438	53.8795694299761	30.3838780450439	3.28337987706989	69.3051960277688	4.63638784728317
NXPH1	0	179.472941126691	1.11474525809374	81.5149471206155	3.30020027399579	3.36747308937351	25.7802601594312	2.18891991804659	0	2.7818327083699
SH3KBP1	6029.04428444283	3179.23495710138	10251.19739343	1188.81975977676	7408.94961512054	1618.63206495887	6912.79261703605	3584.35636580129	1749.60260176225	1221.22455897439
TLX3	0	1.4243884216404	0	0	0	0	4.60361788561271	8.75567967218637	0	0
SLC40A1	12388.1242286401	29528.9963690272	10115.1984719426	14026.3418744535	13826.7390812844	26766.9210964002	771.56635762869	717.965733119282	37307.4113392747	7900.40489177052
RAX	0	0	0	0	1.1000667579986	0	0.920723577122542	1.0944599590233	0	0
HUNK	827.446546955791	497.111559152501	258.620899877748	1100.81247173504	679.841256443132	79.696863115173	30.3838780450439	796.766850168959	294.1934851791	306.928875490146
SOX8	86.0450112931235	199.414379029657	25.639140936156	168.800863948885	44.0026703199438	14.5923833872852	1769.63071522953	114.918295697446	44.5533403035657	15.7637186807628
VSX1	0	1.4243884216404	0	2.16411364037032	0	1.12249102979117	1.84144715424508	0	2.12158763350313	36.1638252088087
ST6GALNAC6	10518.7079558881	4860.01329463706	11208.7635701325	2014.06842797132	10879.6602366061	2350.49621638271	478.776260103722	1997.38942521751	4139.2174729646	2051.13798363807
EMR2	327.678262184772	447.257964395087	125.966214164593	189.720629139132	202.412283471742	231.233152136981	349.874959306566	667.62057500421	352.890743039354	317.128928754169
KCNIP3	190.949203143644	215.082651667701	205.113127489248	202.705310981354	177.110748037774	216.640768749696	429.977910516227	435.595063691272	146.389546711716	455.293286603207
KCNIP2	10730.8737371589	3683.46845836209	49062.1682992217	82.2363183340723	28260.7150129839	111.126611949326	336.98482922685	27.3614989755824	26.1662474798719	105.709642918056
KCNIP1	53.0414453176789	44.1560410708525	35.6718482589997	20.9197651902465	23.1014019179705	3.36747308937351	30.3838780450439	2.18891991804659	22.6302680907	2.7818327083699
CXXC1	1320.14263901779	1648.01740383795	878.419263377867	1666.36750308515	1080.26555635462	1223.51522247237	1382.92681283806	1268.479092508	1792.03435443231	657.439796744753
ZNF354C	220.416672764577	115.375462152873	383.472368784246	240.937985294563	327.819893883582	259.29542788176	162.96807315069	72.2343572955375	73.5483712947751	238.310335350355
NT5C	713.112764826572	484.292063357738	271.997842974872	649.955463324554	559.933979821285	532.060748121014	251.357536554454	1106.49901857255	692.344764399854	466.420617436687
ZNRD1	466.764718795574	729.286871879887	450.357084269871	510.730819127397	442.226836715436	518.59085576352	3050.35721100698	635.881236192535	744.677259359598	486.820723964733
CD209	4318.7523476439	685.130830809034	3324.17035963553	93.7782577493807	2511.45240851079	88.6767913535023	166.65096745918	40.4950184838619	65.769216638597	246.655833475465
DNTTIP2	4437.80092491247	3315.97624557886	3467.97249792962	3693.42061289869	3313.40107509177	2508.76745158326	7792.08363318807	6611.63261245973	4790.54487645006	3449.47255837868
SOCS7	214.52317884039	108.253520044671	373.439661461403	283.498886888512	193.611749407753	168.373654468675	255.961154440067	277.992829591917	99.714618774647	487.748001534189
EHD4	5533.99079481116	4320.17008283535	4387.63733585696	5395.13530544322	3609.31903299339	2810.71753859709	2434.393137912	3977.26749109066	3837.24483312932	9715.08709519715
EHD3	717.827559965921	536.994434958433	216.260580070185	1139.04514604825	794.248199274986	1353.72418192815	626.092032443329	1259.72341283581	970.979940266598	1624.59030168802
EHD2	33603.5236569268	17918.8063442363	47386.7061763068	5553.83697240371	40479.1564940743	6816.88802392177	3473.89005648335	8969.09936419591	6605.20949897307	4349.85907832107
PIK3R4	2986.82272077774	2469.88952312446	3610.65989096562	3073.76274053932	2701.76395764455	4291.28320689164	4202.18240598728	2303.83821374404	2607.43120157534	3242.68966038985
CDR2L	1234.09762772466	1286.22274474129	552.913648014495	1587.73804081836	953.757879184783	1730.88116793798	1242.97682911543	5577.36795118271	2138.56033457115	1475.2986130055
TAX1BP3	5413.76351875776	6285.8261046991	3687.57731377409	4245.26959119312	5180.21436341539	2948.7839352614	3679.21141418168	8868.40904796577	5922.7654768629	3480.9999957402
STOML2	2959.71264872648	3164.99107288498	3579.447023739	3153.11357401956	3566.41642943145	2823.06493992479	8284.67074694863	8729.41263316981	5730.40819809195	2315.41209093321
KLK14	62.4710355963774	1052.62304359226	2.22949051618748	30.2975909651845	72.6044060279073	14.5923833872852	2450.04543872308	63.4786776233512	0.707195877834376	1.85455513891327
KLK12	1.17869878483731	398.828758059313	0	55.5455834361717	3.30020027399579	4.48996411916467	15.6523008110832	40.4950184838619	0	3.70911027782653
ZNF295	2921.99428761169	1579.64675959921	2354.34198509398	2208.11728439119	1087.96602366061	1091.06128095702	1463.95048762484	1905.45478865956	1917.91522068683	1489.20777654735
SCAPER	1097.36856868353	806.203846648469	1595.20046433214	1047.43100193924	1279.37763955237	957.484848411867	1242.97682911543	423.556004142015	1038.8707445387	773.349492926832
WDR8	690.717487914663	766.320970842538	698.945276824775	744.455092287391	715.043392699087	938.402500905417	751.310438931994	1151.37187689251	1005.63253828048	545.239210840501
CRNN	0	0	0	1.44274242691355	0	0	0	3.28337987706989	0	0.927277569456634
CLDN20	2.35739756967462	2.84877684328081	3.34423577428122	5.7709697076542	8.80053406398877	4.48996411916467	26.7009837365537	3.28337987706989	0	4.63638784728317
RRM2B	2857.16585444564	2256.2312598784	2236.17898773604	3096.84661936993	2536.75394394476	4967.02280682592	1538.52909737177	2186.73099812854	2641.37660371139	12341.1371718983
SMARCAL1	1532.3084202885	1120.993687831	1506.02084368464	1393.68918439849	1419.08611781819	2096.8132436499	2307.33328426909	1429.36470648442	1507.74161154289	1134.06046744546
G0S2	24915.334913891	5493.86614226704	34523.6606431631	143.552871477898	18763.8386911821	196.435930213454	387.62462596859	129.146275164749	130.83123739936	100.145977501316
PLA2G3	4.71479513934923	29.9121568544485	1.11474525809374	35.347189459382	2.20013351599719	0	0.920723577122542	0	11.31513404535	0
MINK1	4005.21847087717	3737.59521838442	3115.712996372	5125.34247161038	3593.91809838141	4498.944047403	1335.04918682769	4778.41218109571	3942.61701892665	2970.0700549696
CD207	22.3952769119089	49.8535947574142	22.2949051618748	37.5113030997523	52.8032043839326	62.8594976683054	50.6397967417398	4.37783983609318	83.4491135844564	4.63638784728317
DUOX2	35.3609635451193	47.0048179141333	22.2949051618748	37.5113030997523	29.7018024659621	13.469892357494	14.7315772339607	5.47229979511648	13.4367216788531	54.7093765979414
NOX4	1302.46215724523	341.853221193697	1116.97474860993	97.3851138166646	1199.07276621847	516.345873703938	270.692731674027	898.551626358126	379.056990519226	940.259455429027
NOX3	0	0	0	0	0	0	1.84144715424508	0	0	0
COL5A3	6567.70962911348	1118.14491098772	5244.87643933104	598.738107169123	2206.73391654518	2147.32533999051	1027.52751206876	2221.75371681729	1062.91540438507	4041.07564769201
SYCP3	1.17869878483731	0	1.11474525809374	0	0	0	0	0	0	0
PODXL2	380.719707502451	670.88694659263	192.850929650217	1732.73365472317	381.723165025513	539.918185329552	1399.49983722626	5913.36715860287	1043.1139198057	3425.3633415728
CHST11	206.272287346529	133.892511634198	105.900799518905	274.121061113574	93.5056744298807	516.345873703938	732.895967389544	739.854932299748	319.652536781138	1332.49786730918
IL20	38.8970598996312	18.5170494813253	0	235.167015586909	17.6010681279775	237.968098315728	2.76217073136763	6.56675975413977	60.8188454937563	1.85455513891327
GALNT9	1.17869878483731	1.4243884216404	0	0	1.1000667579986	3.36747308937351	0.920723577122542	0	2.8287835113375	2.7818327083699
IL21R	20.0378793422342	145.287619007321	11.1474525809374	14.4274242691355	13.2008010959832	260.417918911551	57.0848617815976	225.458751558799	82.0347218287876	79.7458709732705
ATP6V0A4	38.8970598996312	504.233501260703	0	119.026250220368	38.5023365299509	28.0622757447792	94.8345284436218	3534.01120768622	12.0223299231844	2993.25199420601
ITSN2	4542.70511676299	2770.43548009059	5160.15579971592	2736.16101264155	3890.93612304103	3686.2605418342	2589.07469886859	2675.95459981196	1428.53567322544	3044.25226052613
DEF6	405.472381984034	591.121194980768	122.621978390311	647.069978470727	184.811215343764	835.133326164629	2041.24417048068	800.050230046029	821.761610043545	317.128928754169
CUZD1	23.5739756967462	35.6097105410101	35.6718482589997	18.0342803364194	37.4022697719523	85.3093182641288	157.443731687955	71.1398973365142	9.90074228968126	17.618273819676
CYHR1	1136.26562858317	1475.66640481946	1474.80797645802	1412.44483594836	1578.59579772799	3099.19773325342	669.366040568088	2054.30134308673	2202.91515945408	1249.04288605809
GEMIN4	1446.26340899538	1784.75869231543	1434.67714716664	1634.62716969305	1300.27890795434	1175.24810819135	1473.15772339607	2051.01796320966	1317.50592040544	840.11347792771
CALY	0	0	0	0.721371213456775	0	1.12249102979117	0	1.0944599590233	0	0
ANO7	8.25089149386116	18.5170494813253	28.9833767104372	69.9730077053071	33.0020027399579	33.6747308937351	93.9138048664993	96.31247639405	32.5310103803813	27.818327083699
PNPLA8	2975.03573292937	2410.06520941556	3904.95263910237	2787.37836879698	2947.07884467824	2571.62694925157	1673.87546320878	2159.36949915296	2661.17808829076	2683.5412860075
ARHGEF4	795.621679765183	373.189766469786	1319.85838558299	336.158985470857	1535.69319416604	88.6767913535023	657.396634065495	580.063778282347	243.275381975025	280.037825975903
ARHGEF3	2168.80576410065	2569.59671263929	1813.69053491851	3110.55267242561	3305.70060778578	1840.88528885752	1487.88930063003	1640.59547857592	2496.40144875535	1899.99173981664
SLC45A1	126.120769977592	129.619346369277	141.572647777905	98.8278562435781	145.208812055815	383.89193218858	103.121040637725	107.257075984283	410.880805021772	79.7458709732705
PCA3	3.53609635451193	0	0	0	0	0	0	0	0	0
NEUROG3	2.35739756967462	1.4243884216404	0	2.16411364037032	2.20013351599719	0	0	0	0	0.927277569456634
RDH8	1.17869878483731	1.4243884216404	6.68847154856244	0	3.30020027399579	0	2.76217073136763	0	0	0
DCAF8	7035.6530466939	5436.89060540142	8319.34386115358	6121.55611739419	8346.20649293535	6055.83910572335	4893.64581240631	5673.68042757677	7359.78750062235	6404.70617223697
KCNK4	2.35739756967462	2.84877684328081	2.22949051618748	0.721371213456775	2.20013351599719	5.61245514895584	0.920723577122542	0	5.65756702267501	2.7818327083699
MYEF2	571.668910646095	773.44291295074	842.747415118867	1075.56447926405	518.131443017339	1856.60016327459	1661.90605670619	847.112008284031	1364.88804422035	1922.2464014836
IRX4	43.6118550389804	69.7950326603798	0	196.212970060243	41.8025368039467	10.1024192681205	5.52434146273525	2.18891991804659	141.439175566875	874.422747997605
ASAP1	4826.77152390878	3179.23495710138	5658.44693008382	1830.11876853984	3965.74066258494	3476.35471926325	4553.89881244809	7552.86817721976	2036.724128163	4235.8039372779
AK3	7514.20475333784	5708.94879393474	12329.0825545168	3416.41406693129	12756.3741257517	2526.72730805992	5554.7253407803	1771.93067365872	3206.42611010106	5515.44698312806
HP1BP3	11680.9049577377	10003.4798851806	15555.15533144	11249.7840738584	12461.5562346081	7647.53138596723	9697.98143783174	8118.70397603481	8327.23146149978	7705.67660218463
HDGFRP3	1792.80085173755	2316.0555735873	1727.8551500453	1616.59288935663	1584.09613151798	4102.70471388672	6653.14856828749	1760.98607406848	3941.90982304881	3425.3633415728
COPS7A	3270.88912792353	3361.55667507135	3904.95263910237	3209.38052866919	3645.62123600735	4810.99655368495	5381.62930828126	3016.3316470682	3966.66167877301	5674.01144750514
NSDHL	1066.72240027776	1042.65232464078	1545.03692771792	1782.50826845169	1252.9760373604	1138.20590420825	2920.5351866327	2186.73099812854	1445.50837429346	1211.95178327982
TAS2R3	0	1.4243884216404	3.34423577428122	1.44274242691355	1.1000667579986	3.36747308937351	0	0	0	3.70911027782653
TAS2R4	1.17869878483731	4.27316526492121	7.80321680665618	4.32822728074065	12.1007343379846	21.3273295660322	2.76217073136763	0	1.41439175566875	9.27277569456634
TAS2R13	0	1.4243884216404	0	1.44274242691355	0	0	2.76217073136763	0	0	0
TAS2R10	10.6082890635358	0	16.7211788714061	5.04959849419742	13.2008010959832	7.85743720853818	12.8901300797156	1.0944599590233	0	2.7818327083699
TAS2R14	21.2165781270716	19.9414379029657	25.639140936156	19.4770227633329	9.90060082198736	10.1024192681205	58.9263089358427	10.944599590233	14.8511134345219	17.618273819676
DHH	36.5396623299566	69.7950326603798	18.9506693875936	5.7709697076542	26.4016021919663	8.97992823832935	2.76217073136763	4.37783983609318	21.9230722128657	0.927277569456634
F11R	7937.35761709444	9422.32940915127	7957.05165227311	11808.1253930739	8180.09641247756	10320.1825279	18303.9847131961	31635.3651155684	14283.2351446209	11955.3897030044
TRAT1	25.9313732664208	88.3120821417051	13.3769430971249	10.0991969883948	23.1014019179705	75.2068989960083	50.6397967417398	2.18891991804659	60.111649615922	5.5636654167398
VILL	390.149297781149	482.867674936097	307.669691233872	377.277144637893	360.821896623539	205.415858451784	53.4019674731074	143.374254632052	420.781547311454	218.837506391766
C6orf48	3352.21934407731	3891.42916792158	5650.64371327716	2452.66212575303	4509.17364103625	2094.56826159032	4409.34521083985	2290.70469423576	3072.05889331253	4506.56898755924
PARD6A	161.481733522711	196.565602186376	73.5731870341868	196.212970060243	117.70714310585	371.544530860877	395.911138162693	75.5177371726074	444.826207157822	235.528502641985
CLEC4A	165.017829877223	150.985172693883	102.556563744624	49.7746137285175	99.0060082198736	78.5743720853818	53.4019674731074	21.8891991804659	161.947856024072	187.31006903024
SPOCK3	37.7183611147939	4.27316526492121	5.5737262904687	102.434712310862	11.000667579986	1.12249102979117	0	6.56675975413977	9.19354641184689	1.85455513891327
STMN3	1221.13194109145	1417.2664795322	587.470751015401	1276.82704781849	1217.77390110445	1575.9774058268	3847.7038287951	882.134726972776	3306.84792475354	1632.93579981313
RNF141	5359.54337465524	4596.50143663359	3605.08616467515	5393.6925630163	4868.89547090179	5289.17773237599	1304.66530878264	1771.93067365872	5307.50506314699	3465.23627705944
NTM	1168.09049577377	583.999252872566	1780.2481771757	572.047372271222	1433.38698567217	986.669615186437	110.486829254705	1893.4157291103	381.178578152729	1082.13292355589
HEBP1	3839.02194221511	3110.86431286264	3082.27063862919	2819.84007340253	3534.51449344949	7682.32860789076	3472.96933290623	2402.33961005613	3772.18281236856	7654.67633586451
CDON	3864.95331548154	2147.97773983373	3663.05291809603	2147.52210246082	5587.23906387487	693.699456410942	685.939064956294	1995.20050529947	881.873259659467	602.730420146812
IMPG2	5.89349392418654	2.84877684328081	16.7211788714061	2.16411364037032	1.1000667579986	16.8373654468675	9.20723577122542	4.37783983609318	11.31513404535	12.0546084029362
PDE11A	2086.29684916204	421.61897280556	1586.28250226739	140.667386624071	1405.88531672221	81.9418451747553	22.097365850941	18.605819303396	103.250598163819	98.2914223624032
FOXP3	16.5017829877223	65.5218673954586	7.80321680665618	61.3165531438258	26.4016021919663	393.9943514567	297.393715410581	13.1335195082795	48.7965155705719	69.5458177092475
SHANK1	3.53609635451193	12.8194957947636	2.22949051618748	35.347189459382	2.20013351599719	52.7570784001849	0.920723577122542	41.5894784428852	31.8238145025469	52.8548214590281
TBX22	2.35739756967462	2.84877684328081	1.11474525809374	4.32822728074065	1.1000667579986	3.36747308937351	0	0	0.707195877834376	0.927277569456634
SOST	0	0	2.22949051618748	3.60685606728387	1.1000667579986	0	1.84144715424508	4.37783983609318	2.12158763350313	0.927277569456634
TMED5	5766.19445542411	3657.82946677256	7929.18302082077	4550.40961448533	5646.64266880679	3687.38303286399	4088.93340600121	3111.54966350323	2405.88037639255	2772.55993267533
SLC35B3	1260.02900099108	1129.54001836084	1424.6444398438	1419.65854808293	1579.69586448598	1111.26611949326	1297.29952016566	1519.11042312433	1283.56051826939	1983.44672106774
MTERFD1	819.19565546193	784.838020323863	838.288434086492	743.733721073935	691.941990781117	2104.67068085844	6292.22492605545	1522.3938030014	998.560579502139	964.368672234899
TPRKB	762.618113789739	793.384350853705	569.634826885901	818.756327273439	719.443659731082	432.1590464696	9472.40416143671	1266.29017258995	766.600331572464	1460.4621718942
MED31	347.716141527006	367.492212783224	287.604276588185	383.048114345547	308.018692239607	245.825535524266	522.050268228481	234.214431230985	322.481320292475	305.074320351232
COQ6	755.545921080715	1008.46700252141	1461.43103336089	1485.3033285075	996.660482746728	838.500799254003	1119.59986978101	707.021133529049	840.148702867239	1353.82525140669
AMDHD2	491.517393277158	398.828758059313	336.653067944309	476.105000881471	360.821896623539	573.592916223287	197.034845504224	553.796739265788	799.131341952845	1024.64171424958
SLC35C2	1577.09897411232	2380.15305256112	1487.07017429705	2378.36089076699	1696.30294083384	4311.48804542788	2376.38755255328	4372.36753629807	3558.60965726258	5410.66461777946
ASCC1	1303.64085603006	1073.98886991687	1456.97205232852	1224.8883204496	1566.49506339	1642.20437658448	1640.72941443237	1151.37187689251	1202.94018819627	2572.2679776727
DERL2	1461.58649319826	1395.9006532076	1658.74094404348	2372.58992105933	1599.49706612996	1142.69586832741	2480.42931676813	1324.29655041819	1207.18336346328	2126.24746676406
EXOSC3	584.634597279305	546.965153909915	552.913648014495	762.489372623811	585.235515255253	1591.69228024388	2882.78551997068	971.880443612687	908.746703017173	682.476291120082
FAHD2A	1092.65377354419	606.789467618812	1485.95542903895	707.665160401096	1295.87864092235	314.297488341527	2003.49450381865	2063.05702275891	594.044537380876	1021.85988154121
SLMO2	3213.1328874665	3202.02517184763	3787.90438700253	3483.50158978277	3164.89206276196	6068.18650705106	13278.6754292613	8683.44531489083	3771.47561649073	25110.6765808856
EXOSC1	660.071319508893	790.535574010424	779.206935407524	680.253054289739	752.44566247104	793.601158062356	3871.64264180029	669.809494922257	1317.50592040544	898.531964803478
TMED7	5849.88206914756	5989.5533129979	6560.27584388166	6313.44086017369	6811.61336552731	6397.07637877987	3772.20449547105	3208.9565998563	4852.07091782165	10849.1475626426
ISOC1	1841.12750191588	2169.34356615834	3387.71083934687	2653.92469430747	2477.35033901284	1525.4653094862	1927.07444691748	1045.20926086725	397.444083342919	2178.17501065363
FAM158A	221.595371549414	190.868048499814	154.94959087503	321.010189988265	218.913284841721	323.277416579857	284.503585330866	470.617782380017	238.325010830185	305.074320351232
RRP15	1592.4220583152	1428.66158690533	1669.88839662442	1242.92260078602	1584.09613151798	2161.91772337779	2387.43623547875	1443.59268595173	1681.00460161231	2614.92274586771
CCDC53	1231.74023015499	1186.51555522646	1250.74417958118	1101.5338429485	1349.78191206428	1014.73189093122	2174.74908916344	467.334402502947	1057.25783736239	1897.20990710827
HDDC2	1735.04461128052	1717.81243649833	2726.66690129729	2045.08739014996	2360.74326266499	1034.93672946746	8479.86414529861	1555.2276017721	1464.60266299499	2549.08603843629
MRPS16	3069.33163571635	4283.1359838727	3975.18159036227	4059.15581812127	3899.73665710502	6382.48399539258	4980.19382865583	3101.69952387202	4267.92712273046	4995.24426666288
GLRX2	305.282985272863	259.238692738554	275.342078749154	388.819084053202	308.018692239607	310.930015252154	1962.06194284814	444.350743363458	268.027237699229	516.493606187345
MRPS18C	656.535223154381	746.379532939572	887.337225442617	633.363925415048	960.358279732774	443.383956767512	1301.90313805127	677.47071463542	675.372063331829	450.656898755924
FIS1	3930.96044743242	3132.23013918725	2941.81273610938	3051.40023292216	3898.63659034702	4162.19673846565	1045.02126003409	3990.40101059894	4632.13299981516	3582.07325081098
TIMM16	202.736190992017	256.389915895273	198.424655940686	228.674674665798	222.213485115716	235.723116256145	844.303520221371	628.220016479372	355.012330672857	455.293286603207
GOLT1B	2357.39756967462	2072.48515348679	2378.86638077204	2073.94223868823	2664.3616878726	1806.08806693399	3507.95682883689	3194.728620389	2120.17324174746	4374.8955726964
BOLA1	350.073539096681	425.892138070481	503.86485665837	421.280788658756	531.332244113322	444.506447797303	1125.12421124375	867.906747505474	1024.01963110418	443.238678200271
VPS36	3243.77905587227	3851.54629211565	4116.75423814018	4851.94278171027	4069.14693783681	2389.7834024254	2377.3082761304	1293.65167156554	2192.30722128657	3358.59935657193
PPPDE1	3549.06204114514	2300.38730094925	3505.87383670481	2370.42580741896	3145.09086111799	4300.26313512997	6386.13873092195	9870.9343704311	2567.82823241662	4120.82151866528
FAM18B	1570.0267814033	1757.69531230426	1957.49267321261	2013.34705675786	1728.20487681579	3049.80812794261	859.955821032454	1343.99682968061	1706.46365321435	2360.84869183659
GLOD4	3028.07717824705	2937.08892542251	2563.9140936156	3168.26236950215	2930.57784330826	2606.42417117509	2363.49742247357	1960.17778661072	2302.62977822873	2501.794882394
UBXN1	4332.89673306195	2528.28944841172	2582.86476300319	2914.33970236537	3961.34039555294	2851.12721566957	824.968325101798	4619.71548703733	3770.06122473506	2416.48534600399
ZNF593	405.472381984034	529.87249285023	176.129750778811	576.375599551963	358.621763107542	482.671142810203	451.154552790046	1666.86251759248	1081.30249720876	524.839104312455
ZBTB7B	3671.64671476822	4085.14599326468	3501.41485567244	4737.24475877064	3085.68725618606	5898.69036155259	1670.19256890029	11767.6334794185	6162.50487944875	6185.8686658452
PI15	4706.54424785537	3303.1567497841	30.098121968531	3178.36156649055	3348.60321134773	193.068457124081	42375.3819134879	53.6285379921415	1077.76651781959	42.6547681950051
GMNN	610.565970545726	528.44810442859	472.651989431745	783.409137814057	467.528372149403	282.867739507374	4958.09646280489	548.324439470671	468.163671126357	672.276237856059
PLEKHA9	443.190743098828	297.697180122845	503.86485665837	211.361765542835	424.625768587458	150.413797992017	185.065439001631	420.272624264946	137.903196177703	75.1094831259873
LAP3	6811.70027757481	8532.08664562602	8848.8478587481	4022.36588623498	6496.99427273971	9232.48872003236	5152.36913757775	4732.44486281673	4751.64910316917	3444.83617053139
C2orf86	414.901972262733	259.238692738554	470.422498915558	269.792833832834	482.929306761384	193.068457124081	527.574609691217	200.286172501263	215.694742739485	199.364677433176
ZNF691	335.929153678633	524.174939163669	459.275046334621	473.219516027644	503.830575163357	402.97427969503	648.18939829427	617.275416889139	725.58297065807	344.947255837868
FAM135B	20.0378793422342	12.8194957947636	15.6064336133124	40.3967879535794	26.4016021919663	11.2249102979117	193.351951195734	0	72.1339795391063	72.3276504176174
TXNDC12	3288.56960969609	3241.90804765356	3789.01913226062	3212.98738473647	3501.51249070953	2259.57444296962	7357.50210478623	4561.7091092091	5166.06588758012	3419.79967615606
TXNDC11	2795.8735176341	2743.37210007942	2862.66582278472	3228.85755143252	2305.73992476506	3485.33464750158	2181.1941542033	2049.92350325063	4630.71860805949	4371.18646241857
ATL1	815.659559107418	907.335424584938	484.914187270777	1423.26540415022	772.246864115014	675.739599934284	1538.52909737177	864.623367628404	936.327342252714	757.58577424607
CALHM2	2543.63197767891	2659.33318320264	1916.24709866314	768.981713544922	2449.84867006287	2001.40150611765	948.345284436218	1081.32643951502	1962.46856099039	1014.44166098556
RPS27L	2647.3574707446	3888.5803910783	2864.89531330091	2651.7605806671	3270.49847152983	1812.82301311274	3010.76609719071	2341.04985235083	4643.44813386051	5742.62998764493
C3orf32	21.2165781270716	101.131577936469	59.0814986789682	19.4770227633329	31.9019359819593	22.4498205958234	522.970991805604	12.0390595492563	41.0173609143938	16.6909962502194
YARS2	747.295029586854	709.345433976921	716.781200954274	916.862812303561	649.039387219172	978.812177977899	2334.95499158277	991.580722875106	920.769032940358	1045.04182077763
NMD3	3359.29153678633	2499.80167997891	4155.77032217346	3186.29664983857	3289.1996064158	2415.60069611059	4859.57904005278	3827.32647670447	3600.33421405481	3441.12706025357
MRPL2	1090.29637597451	1058.32059727882	1215.07233132218	983.228963941584	1362.98271316026	459.098831184588	2085.43890218256	1240.02313357339	771.550702717304	744.603888273677
NOSIP	1396.75806003221	1243.49109209207	963.139902992991	1136.88103240788	1351.98204558027	1080.9588616889	1116.83769904964	5241.36874376256	1353.572910175	907.804740498044
DERA	1356.68230134774	1163.72534048021	1381.16937477814	1354.73513887182	1294.77857416435	740.844079662171	1521.95607298356	1667.9569775515	1221.32728101997	1016.29621612447
MEMO1	846.305727513188	672.311335014271	912.976366378772	642.02037997653	823.950001740948	939.524991935208	4656.0991295087	2284.13793448162	771.550702717304	1259.24293932211
MRPL4	1368.46928919612	1699.295387017	1269.69484896877	1364.11296464676	1414.68585078619	3422.47514983327	2575.26384521175	5095.80556921247	2134.31715930415	1438.20751022724
APIP	1390.86456610802	678.008888700832	2444.63635099957	1096.4842444543	2313.44039207105	958.607339441658	1975.87279650498	693.88761402077	860.657383324436	949.532231123593
TMX2	3777.72960540357	4509.61374291352	5066.51719803605	4753.83629668015	4671.98352122004	5790.93122269264	5934.98417813191	4594.5429079798	4581.21489661109	6734.81698696353
CUTC	1427.40422843798	1011.31577936469	1431.33291139236	639.134895122702	1541.19352795603	460.221322214379	684.097617802049	502.357121191693	614.553217838073	824.349759246947
FCF1	2399.83072592876	2351.66528412831	2573.94680093844	2161.94952672995	2727.06549307852	1472.70823108601	2551.32503220656	1816.80353197867	2253.83326265816	2372.90330023953
THAP4	1982.57135609635	1783.33430389379	1620.8396052683	1899.37040503169	1970.21956357549	2211.3073286886	1660.98533312907	2948.47512960876	2183.11367487472	1280.57032341961
NDUFA13	3453.58743957331	3545.30278146297	3522.59501557622	4155.81956072448	4471.77137126429	4886.20345268096	3052.19865816123	3821.85417690935	4003.4358644204	5006.37159749637
MRPS7	2055.65068075627	2176.46550826654	3622.92208880465	2293.96045879254	3068.08618805808	4547.21116168402	3445.34762559255	6619.29383217289	1979.44126205842	2348.79408343365
POLR1D	3075.22512964054	2717.73310848989	4495.76762589205	3113.43815727944	4503.67330724625	3220.42676447086	9951.18042154044	3175.02834112658	4010.50782319875	2973.77916524742
GAL	56.5775416721908	29.9121568544485	6.68847154856244	12.2633106287652	2.20013351599719	2.24498205958234	1951.93398349979	1386.68076808252	11.31513404535	69.5458177092475
CRYL1	1949.56779012091	1531.21755326343	1747.92056469098	1250.85768413405	2278.23825581509	1404.23627826875	470.489747909619	711.398973365142	1218.49849750863	1745.13638571738
MLXIPL	2221.84720941833	877.423267730489	9804.18454493444	153.652068466293	4184.65394742666	47.1446232512291	81.9443983639062	41.5894784428852	31.8238145025469	34.3092700698954
TNNI3K	130.835565116941	25.6389915895273	231.867013683498	77.9080910533317	202.412283471742	87.5543003237112	2.76217073136763	22.9836591394892	28.287835113375	66.7639850008776
YBX2	236.918455752299	150.985172693883	997.697005993897	84.4004319744426	529.132110597325	335.624817907559	720.92656088695	610.708657134999	55.8684743489157	205.855620419373
KLHL5	4704.1868502857	2501.22606840055	4957.27216274286	1966.45792788317	4401.36709875238	2908.37425818892	922.565024276787	3161.8948216183	978.051899044942	1579.15370078465
PLLP	368.932719654078	923.003697222982	169.441279230248	319.567447561351	232.114085937704	94.2892465024582	101.27959348348	40.4950184838619	818.225630654373	97.3641447929465
SEPSECS	894.632377691517	814.750177178311	1315.39940455061	1066.18665348911	1307.97937526033	984.424633126855	377.496666620242	195.90833266517	598.287712647882	689.894511675735
SIDT2	6572.42442425283	4320.17008283535	9368.31914901979	3922.81665877794	8337.40595887136	2188.85750809278	1115.91697547252	1433.74254632052	3083.37402735788	3268.65343233463
